url,path,depth,hops,level,money_page,hub,authority_percent
https://simplyenak.com/tours/segments/food-tours-for-couples-kuala-lumpur,/tours/segments/food-tours-for-couples-kuala-lumpur,3,3,subpage,True,/tours/segments,61.4
https://simplyenak.com/tours/segments/food-tours-for-couples-penang,/tours/segments/food-tours-for-couples-penang,3,3,subpage,True,/tours/segments,61.4
https://simplyenak.com/tours/segments/food-tours-for-families-kuala-lumpur,/tours/segments/food-tours-for-families-kuala-lumpur,3,3,subpage,True,/tours/segments,61.4
https://simplyenak.com/tours/segments/food-tours-for-families-penang,/tours/segments/food-tours-for-families-penang,3,3,subpage,True,/tours/segments,61.4
https://simplyenak.com/tours/segments/food-tours-for-foodies-kuala-lumpur,/tours/segments/food-tours-for-foodies-kuala-lumpur,3,3,subpage,True,/tours/segments,61.4
https://simplyenak.com/tours/segments/food-tours-for-foodies-penang,/tours/segments/food-tours-for-foodies-penang,3,3,subpage,True,/tours/segments,61.4
https://simplyenak.com/tours/segments/food-tours-for-wedding-groups,/tours/segments/food-tours-for-wedding-groups,3,3,subpage,True,/tours/segments,61.4
https://simplyenak.com/tours/specialty,/tours/specialty,2,2,category,False,,72.2
https://simplyenak.com/tours/specialty/durian-season-malaysia,/tours/specialty/durian-season-malaysia,3,3,subpage,True,/tours/specialty,61.4
https://simplyenak.com/tours/specialty/heritage-food-tours,/tours/specialty/heritage-food-tours,3,3,subpage,True,/tours/specialty,61.4
https://simplyenak.com/tours/specialty/heritage-food-tours-kuala-lumpur,/tours/specialty/heritage-food-tours-kuala-lumpur,3,3,subpage,True,/tours/specialty,61.4
https://simplyenak.com/tours/specialty/heritage-food-tours-penang,/tours/specialty/heritage-food-tours-penang,3,3,subpage,True,/tours/specialty,61.4
https://simplyenak.com/tours/specialty/market-tours,/tours/specialty/market-tours,3,3,subpage,True,/tours/specialty,61.4
https://simplyenak.com/tours/specialty/market-tours-kuala-lumpur,/tours/specialty/market-tours-kuala-lumpur,3,3,subpage,True,/tours/specialty,61.4
https://simplyenak.com/tours/specialty/market-tours-penang,/tours/specialty/market-tours-penang,3,3,subpage,True,/tours/specialty,61.4
https://simplyenak.com/tours/specialty/night-food-tours,/tours/specialty/night-food-tours,3,3,subpage,True,/tours/specialty,61.4
https://simplyenak.com/tours/specialty/night-food-tours-kuala-lumpur,/tours/specialty/night-food-tours-kuala-lumpur,3,3,subpage,True,/tours/specialty,61.4
https://simplyenak.com/tours/specialty/night-food-tours-penang,/tours/specialty/night-food-tours-penang,3,3,subpage,True,/tours/specialty,61.4
https://simplyenak.com/tours/specialty/street-food-tours,/tours/specialty/street-food-tours,3,3,subpage,True,/tours/specialty,61.4
https://simplyenak.com/tours/specialty/street-food-tours-kuala-lumpur,/tours/specialty/street-food-tours-kuala-lumpur,3,3,subpage,True,/tours/specialty,61.4
https://simplyenak.com/tours/specialty/street-food-tours-penang,/tours/specialty/street-food-tours-penang,3,3,subpage,True,/tours/specialty,61.4
https://simplyenak.com/tours/tailored-tours,/tours/tailored-tours,2,2,category,False,,72.2
https://simplyenak.com/tours/why-simply-enak,/tours/why-simply-enak,2,2,category,False,,72.2
https://simplyenak.com/track-record,/track-record,1,1,root,False,,85.0
